,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,current_fungi_name,common_name,foray_date,foray_location,month,year,day,genus,species,edibility,foray_zip_code
2735,2735,2735,2735,2735,Cantharellus cinnabarinus,Cinnabar chanterelle ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Cantharellus,cinnabarinus,3,63960
2736,2736,2736,2736,2736,Cantharellus lateritius,Smooth Chanterelle ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Cantharellus,lateritius,3,63960
2737,2737,2737,2737,2737,Clavulinopsis laeticolor,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Clavulinopsis,laeticolor,0,63960
2738,2738,2738,2738,2738,Gymnopilus liquiritiae,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Gymnopilus,liquiritiae,2,63960
2739,2739,2739,2739,2739,Flammulaster erinaceellus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Flammulaster,erinaceellus,0,63960
2740,2740,2740,2740,2740,Simocybe centunculus var. centunculus,American Simocybe ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Simocybe,centunculus,0,63960
2741,2741,2741,2741,2741,Crepidotus applanatus,Flat Crep ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Crepidotus,applanatus,2,63960
2742,2742,2742,2742,2742,Crepidotus crocophyllus,Saffron Crep ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Crepidotus,crocophyllus,0,63960
2743,2743,2743,2743,2743,Calocera cornea,Club-like tuning fork ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Calocera,cornea,2,63960
2744,2744,2744,2744,2744,Dacrymyces palmatus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Dacrymyces,palmatus,3,63960
2745,2745,2745,2745,2745,Dacrymyces spathularia,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Dacrymyces,spathularia,0,63960
2746,2746,2746,2746,2746,Ganoderma lipsiense,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Ganoderma,lipsiense,0,63960
2747,2747,2747,2747,2747,Ganoderma lucidum,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Ganoderma,lucidum,4,63960
2748,2748,2748,2748,2748,Artomyces pyxidatus,Crown-tipped Coral ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Artomyces,pyxidatus,3,63960
2749,2749,2749,2749,2749,Hydnochaete olivaceum,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Hydnochaete,olivaceum,0,63960
2750,2750,2750,2750,2750,Phellinus everhartii,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Phellinus,everhartii,0,63960
2751,2751,2751,2751,2751,Phellinus gilvus,Mustard Yellow Polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Phellinus,gilvus,0,63960
2752,2752,2752,2752,2752,Geastrum saccatum,Rounded earthstar ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Geastrum,saccatum,2,63960
2753,2753,2753,2753,2753,Lycoperdon echinatum,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lycoperdon,echinatum,3,63960
2754,2754,2754,2754,2754,Lycoperdon perlatum,Common puffball ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lycoperdon,perlatum,3,63960
2755,2755,2755,2755,2755,Lycoperdon pyriforme,Pear-shaped Puffball ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lycoperdon,pyriforme,3,63960
2756,2756,2756,2756,2756,Crucibulum crucibuliforme,White-egg Bird's Nest Fungus,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Crucibulum,crucibuliforme,2,63960
2757,2757,2757,2757,2757,Abortiporus biennis,Blushing Rosette,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Abortiporus,biennis,2,63960
2758,2758,2758,2758,2758,Bjerkandera adusta,Smoky bracket,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Bjerkandera,adusta,2,63960
2759,2759,2759,2759,2759,Daedalea quercina,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Daedalea,quercina,2,63960
2760,2760,2760,2760,2760,Daedaleopsis confragosa var. confragosa,Blushing bracket ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Daedaleopsis,confragosa,2,63960
2761,2761,2761,2761,2761,Fomitopsis spraguei,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Fomitopsis,spraguei,2,63960
2762,2762,2762,2762,2762,Hapalopilus croceus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Hapalopilus,croceus,2,63960
2763,2763,2763,2763,2763,Hydnopolyporus fimbriatus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Hydnopolyporus,fimbriatus,0,63960
2764,2764,2764,2764,2764,Laetiporus sulphureus,Chicken of the woods ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Laetiporus,sulphureus,4,63960
2765,2765,2765,2765,2765,Lenzites betulinus,Gilled Polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lenzites,betulinus,2,63960
2766,2766,2766,2766,2766,Meripilus giganteus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Meripilus,giganteus,0,63960
2767,2767,2767,2767,2767,Microporellus obovatus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Microporellus,obovatus,0,63960
2768,2768,2768,2768,2768,Nigroporus vinosus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Nigroporus,vinosus,0,63960
2769,2769,2769,2769,2769,Rigidoporus cuneatus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Rigidoporus,cuneatus,0,63960
2770,2770,2770,2770,2770,Spongipellis spumeus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Spongipellis,spumeus,0,63960
2771,2771,2771,2771,2771,Poronidulus conchifer,Little nest polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Poronidulus,conchifer,2,63960
2772,2772,2772,2772,2772,Lenzites elegans,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lenzites,elegans,2,63960
2773,2773,2773,2773,2773,Trametes versicolor,Turkeytail ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Trametes,versicolor,4,63960
2774,2774,2774,2774,2774,Trichaptum biforme,Violet Toothed Polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Trichaptum,biforme,2,63960
2775,2775,2775,2775,2775,Tyromyces chioneus,White Cheese Polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Tyromyces,chioneus,2,63960
2776,2776,2776,2776,2776,Lentinus tigrinus,Tiger sawgill ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lentinus,tigrinus,3,63960
2777,2777,2777,2777,2777,Lentinus strigosus,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lentinus,strigosus,3,63960
2778,2778,2778,2778,2778,Pleurotus laevis,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Pleurotus,laevis,0,63960
2779,2779,2779,2779,2779,Pleurotus ostreatus,Oyster mushroom ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Pleurotus,ostreatus,3,63960
2780,2780,2780,2780,2780,Polyporus alveolaris,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Polyporus,alveolaris,3,63960
2781,2781,2781,2781,2781,Polyporus badius,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Polyporus,badius,2,63960
2782,2782,2782,2782,2782,Polyporus brumalis,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Polyporus,brumalis,2,63960
2783,2783,2783,2783,2783,Polyporus varius,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Polyporus,varius,2,63960
2784,2784,2784,2784,2784,Lactarius camphoratus,Curry milkcap ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lactarius,camphoratus,3,63960
2785,2785,2785,2785,2785,Lactifluus corrugis,Corrugated-cap Milky ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lactifluus,corrugis,3,63960
2786,2786,2786,2786,2786,Lactifluus glaucescens,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lactifluus,glaucescens,2,63960
2787,2787,2787,2787,2787,Lactarius piperatus,Peppery milkcap ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lactarius,piperatus,3,63960
2788,2788,2788,2788,2788,Russula albonigra,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,albonigra,0,63960
2789,2789,2789,2789,2789,Russula compacta,Firm Russula ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,compacta,0,63960
2790,2790,2790,2790,2790,Russula crustosa,Green Quilt Russula ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,crustosa,3,63960
2791,2791,2791,2791,2791,Russula decolorans,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,decolorans,3,63960
2792,2792,2792,2792,2792,Russula subfoetens,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,subfoetens,2,63960
2793,2793,2793,2793,2793,Russula lilacea,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,lilacea,0,63960
2794,2794,2794,2794,2794,Russula operta,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,operta,0,63960
2795,2795,2795,2795,2795,Russula pectinatoides,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,pectinatoides,0,63960
2796,2796,2796,2796,2796,Russula cyanoxantha var. variata,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,cyanoxantha,3,63960
2797,2797,2797,2797,2797,Russula virescens,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Russula,virescens,3,63960
2798,2798,2798,2798,2798,Schizophyllum commune,Common Split Gill ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Schizophyllum,commune,0,63960
2799,2799,2799,2799,2799,Scleroderma areolatum,Leopard earthball ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Scleroderma,areolatum,1,63960
2800,2800,2800,2800,2800,Terana caerulea,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Terana,caerulea,0,63960
2801,2801,2801,2801,2801,Gloeoporus dichrous,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Gloeoporus,dichrous,2,63960
2802,2802,2802,2802,2802,Peniophora rufa,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Peniophora,rufa,0,63960
2803,2803,2803,2803,2803,Xylobolus frustulatus,Ceramic Parchment ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Xylobolus,frustulatus,2,63960
2804,2804,2804,2804,2804,Xylobolus subpileatus,Bacon of the Woods ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Xylobolus,subpileatus,0,63960
2805,2805,2805,2805,2805,Thelephora terrestris,Common Fiber Vase ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Thelephora,terrestris,2,63960
2806,2806,2806,2806,2806,Ductifera pululahuana,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Ductifera,pululahuana,2,63960
2807,2807,2807,2807,2807,Sebacina pallida,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Sebacina,pallida,2,63960
2808,2808,2808,2808,2808,Tremella mesenterica,Witches' Butter ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Tremella,mesenterica,3,63960
2809,2809,2809,2809,2809,Lycogala epidendrum,Wolf's Milk ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lycogala,epidendrum,2,63960
2810,2810,2810,2810,2810,Lycogala terrestre,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Lycogala,terrestre,2,63960
2811,2811,2811,2811,2811,Tubifera ferruginosa,Red Raspberry Slime Mold ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Tubifera,ferruginosa,2,63960
2812,2812,2812,2812,2812,Fuligo septica,Dog Vomit Slime Mold ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Fuligo,septica,0,63960
2813,2813,2813,2813,2813,Physarum globuliferum,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Physarum,globuliferum,0,63960
2814,2814,2814,2814,2814,Physarum stellatum,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Physarum,stellatum,0,63960
2815,2815,2815,2815,2815,Ceratiomyxa fruticulosa,Honeycomb Coral Slime Mold ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Ceratiomyxa,fruticulosa,2,63960
2816,2816,2816,2816,2816,Stemonaria longa,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Stemonaria,longa,0,63960
2817,2817,2817,2817,2817,Stemonitis fusca,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Stemonitis,fusca,2,63960
2818,2818,2818,2818,2818,Arcyria cinerea,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Arcyria,cinerea,0,63960
2819,2819,2819,2819,2819,Arcyria denudata,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Arcyria,denudata,2,63960
2820,2820,2820,2820,2820,Arcyria nutans,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Arcyria,nutans,0,63960
2821,2821,2821,2821,2821,Hemitrichia calyculata,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Hemitrichia,calyculata,2,63960
2822,2822,2822,2822,2822,Hemitrichia serpula,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Hemitrichia,serpula,2,63960
2823,2823,2823,2823,2823,Metatrichia vesparium,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Metatrichia,vesparium,0,63960
2824,2824,2824,2824,2824,Oligonema schweinitzii,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Oligonema,schweinitzii,0,63960
2825,2825,2825,2825,2825,Coprinellus micaceus,,2000-04-21,Lay Field Station,4,2000,21,Coprinellus,micaceus,3,
2826,2826,2826,2826,2826,Cotylidia aurantiaca,,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Cotylidia,aurantiaca,0,63960
2827,2827,2827,2827,2827,Irpex lacteus,Milk-white Toothed Polypore ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Irpex,lacteus,2,63960
2828,2828,2828,2828,2828,Mycorrhaphium adustum,Kidney-shaped Tooth ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Mycorrhaphium,adustum,2,63960
2829,2829,2829,2829,2829,Steccherinum ochraceum,Ochre Spreading Tooth ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Steccherinum,ochraceum,2,63960
2830,2830,2830,2830,2830,Stereum complicatum,Crowded parchment ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Stereum,complicatum,2,63960
2831,2831,2831,2831,2831,Stereum ostrea,False turkeytail ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Stereum,ostrea,2,63960
2832,2832,2832,2832,2832,Stereum striatum,Silky Parchment ,1999-08-14,Mingo National Wildlife Refuge,8,1999,14,Stereum,striatum,2,63960
2833,2833,2833,2833,2833,Flammulina velutipes,,2000-04-21,Lay Field Station,4,2000,21,Flammulina,velutipes,3,
2834,2834,2834,2834,2834,Fusicolla merismoides,,2000-04-21,Lay Field Station,4,2000,21,Fusicolla,merismoides,0,
2835,2835,2835,2835,2835,Discina caroliniana,,2000-04-21,Lay Field Station,4,2000,21,Discina,caroliniana,0,
2836,2836,2836,2836,2836,Lentinus tigrinus,Tiger sawgill ,2000-04-21,Lay Field Station,4,2000,21,Lentinus,tigrinus,3,
2837,2837,2837,2837,2837,Ganoderma lipsiense,,2000-04-21,Lay Field Station,4,2000,21,Ganoderma,lipsiense,0,
2838,2838,2838,2838,2838,Ganoderma lucidum,,2000-04-21,Lay Field Station,4,2000,21,Ganoderma,lucidum,4,
2839,2839,2839,2839,2839,Morchella angusticeps,,2000-04-21,Lay Field Station,4,2000,21,Morchella,angusticeps,3,
2840,2840,2840,2840,2840,Morchella esculenta,,2000-04-21,Lay Field Station,4,2000,21,Morchella,esculenta,3,
2841,2841,2841,2841,2841,Morchella crassipes,,2000-04-21,Lay Field Station,4,2000,21,Morchella,crassipes,3,
2842,2842,2842,2842,2842,Mitrophora semilibera,,2000-04-21,Lay Field Station,4,2000,21,Mitrophora,semilibera,3,
2843,2843,2843,2843,2843,Peziza phyllogena,Common Brown Cup ,2000-04-21,Lay Field Station,4,2000,21,Peziza,phyllogena,3,
2844,2844,2844,2844,2844,Pleurotus ostreatus,Oyster mushroom ,2000-04-21,Lay Field Station,4,2000,21,Pleurotus,ostreatus,3,
2845,2845,2845,2845,2845,Pluteus cervinus,Deer shield ,2000-04-21,Lay Field Station,4,2000,21,Pluteus,cervinus,0,
2846,2846,2846,2846,2846,Polyporus arcularius,,2000-04-21,Lay Field Station,4,2000,21,Polyporus,arcularius,2,
2847,2847,2847,2847,2847,Polyporus alveolaris,,2000-04-21,Lay Field Station,4,2000,21,Polyporus,alveolaris,3,
2848,2848,2848,2848,2848,Tremella mesenterica,Witches' Butter ,2000-04-21,Lay Field Station,4,2000,21,Tremella,mesenterica,3,
2849,2849,2849,2849,2849,Stereum ostrea,False turkeytail ,2000-04-21,Lay Field Station,4,2000,21,Stereum,ostrea,2,
2850,2850,2850,2850,2850,Verpa conica,,2000-04-21,Lay Field Station,4,2000,21,Verpa,conica,3,
2851,2851,2851,2851,2851,Amanita flavoconia,Yellow Patches,2000-05-28,Rockwood Reservation,5,2000,28,Amanita,flavoconia,0,63038
2852,2852,2852,2852,2852,Amanita vaginata,,2000-05-28,Rockwood Reservation,5,2000,28,Amanita,vaginata,3,63038
2853,2853,2853,2853,2853,Auricularia auricula-judae,Jelly ear,2000-05-28,Rockwood Reservation,5,2000,28,Auricularia,auricula-judae,4,63038
2854,2854,2854,2854,2854,Cantharellus cinnabarinus,Cinnabar chanterelle ,2000-05-28,Rockwood Reservation,5,2000,28,Cantharellus,cinnabarinus,3,63038
2855,2855,2855,2855,2855,Cantharellus cibarius,Chanterelle ,2000-05-28,Rockwood Reservation,5,2000,28,Cantharellus,cibarius,3,63038
2856,2856,2856,2856,2856,Helvella crispa,Elfin saddle ,2000-05-28,Rockwood Reservation,5,2000,28,Helvella,crispa,2,63038
2857,2857,2857,2857,2857,Helvella macropus,Felt saddle ,2000-05-28,Rockwood Reservation,5,2000,28,Helvella,macropus,2,63038
2858,2858,2858,2858,2858,Laccaria amethystina,Amethyst deceiver ,2000-05-28,Rockwood Reservation,5,2000,28,Laccaria,amethystina,3,63038
2859,2859,2859,2859,2859,Lactarius volemus,Apricot Milk Cap ,2000-05-28,Rockwood Reservation,5,2000,28,Lactarius,volemus,3,63038
2860,2860,2860,2860,2860,Phallus impudicus,Stinkhorn ,2000-05-28,Rockwood Reservation,5,2000,28,Phallus,impudicus,3,63038
2861,2861,2861,2861,2861,Pluteus cervinus,Deer shield ,2000-05-28,Rockwood Reservation,5,2000,28,Pluteus,cervinus,0,63038
2862,2862,2862,2862,2862,Russula emetica,,2000-05-28,Rockwood Reservation,5,2000,28,Russula,emetica,1,63038
2863,2863,2863,2863,2863,Russula cyanoxantha,Charcoal burner ,2000-05-28,Rockwood Reservation,5,2000,28,Russula,cyanoxantha,3,63038
2864,2864,2864,2864,2864,Sebacina pallida,,2000-05-28,Rockwood Reservation,5,2000,28,Sebacina,pallida,2,63038
2865,2865,2865,2865,2865,Tremella mesenterica,Witches' Butter ,2000-05-28,Rockwood Reservation,5,2000,28,Tremella,mesenterica,3,63038
2866,2866,2866,2866,2866,Amanita caesarea,Caesar's amanita,2000-06-10,Greensfelder County Park,6,2000,10,Amanita,caesarea,3,63069
2867,2867,2867,2867,2867,Amanita flavoconia,Yellow Patches,2000-06-10,Greensfelder County Park,6,2000,10,Amanita,flavoconia,0,63069
2868,2868,2868,2868,2868,Amanita rubescens,Eurasian Blusher,2000-06-10,Greensfelder County Park,6,2000,10,Amanita,rubescens,3,63069
2869,2869,2869,2869,2869,Cantharellus cibarius,Chanterelle ,2000-06-10,Greensfelder County Park,6,2000,10,Cantharellus,cibarius,3,63069
2870,2870,2870,2870,2870,Cantharellus cinnabarinus,Cinnabar chanterelle ,2000-06-10,Greensfelder County Park,6,2000,10,Cantharellus,cinnabarinus,3,63069
2871,2871,2871,2871,2871,Craterellus fallax,Black Trumpet ,2000-06-10,Greensfelder County Park,6,2000,10,Craterellus,fallax,3,63069
2872,2872,2872,2872,2872,Polyporus alveolaris,,2000-06-10,Greensfelder County Park,6,2000,10,Polyporus,alveolaris,3,63069
2873,2873,2873,2873,2873,Fuligo septica,Dog Vomit Slime Mold ,2000-06-10,Greensfelder County Park,6,2000,10,Fuligo,septica,0,63069
2874,2874,2874,2874,2874,Laccaria amethystina,Amethyst deceiver ,2000-06-10,Greensfelder County Park,6,2000,10,Laccaria,amethystina,3,63069
2875,2875,2875,2875,2875,Lactarius volemus,Apricot Milk Cap ,2000-06-10,Greensfelder County Park,6,2000,10,Lactarius,volemus,3,63069
2876,2876,2876,2876,2876,Pluteus cervinus,Deer shield ,2000-06-10,Greensfelder County Park,6,2000,10,Pluteus,cervinus,0,63069
2877,2877,2877,2877,2877,Russula emetica,,2000-06-10,Greensfelder County Park,6,2000,10,Russula,emetica,1,63069
2878,2878,2878,2878,2878,Russula mariae,Purple-bloom russula ,2000-06-10,Greensfelder County Park,6,2000,10,Russula,mariae,3,63069
2879,2879,2879,2879,2879,Russula modesta,,2000-06-10,Greensfelder County Park,6,2000,10,Russula,modesta,0,63069
2880,2880,2880,2880,2880,Strobilomyces strobilaceus,Old man of the woods ,2000-06-10,Greensfelder County Park,6,2000,10,Strobilomyces,strobilaceus,3,63069
2881,2881,2881,2881,2881,Xerula megalospora,,2000-06-10,Greensfelder County Park,6,2000,10,Xerula,megalospora,3,63069
2882,2882,2882,2882,2882,Hymenopellis radicata,,2000-06-10,Greensfelder County Park,6,2000,10,Hymenopellis,radicata,3,63069
2883,2883,2883,2883,2883,Amanita bisporigera,Eastern North American Destroying Angel,2000-07-01,Lee Toll Property,7,2000,1,Amanita,bisporigera,1,
2884,2884,2884,2884,2884,Amanita caesarea,Caesar's amanita,2000-07-01,Lee Toll Property,7,2000,1,Amanita,caesarea,3,
2885,2885,2885,2885,2885,Amanita flavoconia,Yellow Patches,2000-07-01,Lee Toll Property,7,2000,1,Amanita,flavoconia,0,
2886,2886,2886,2886,2886,Amanita pantherina var. miltispasmosa,,2000-07-01,Lee Toll Property,7,2000,1,Amanita,pantherina,2,
2887,2887,2887,2887,2887,Amanita rhopalopus,American Club-Footed Lepidella,2000-07-01,Lee Toll Property,7,2000,1,Amanita,rhopalopus,2,
2888,2888,2888,2888,2888,Amanita rubescens,Eurasian Blusher,2000-07-01,Lee Toll Property,7,2000,1,Amanita,rubescens,3,
2889,2889,2889,2889,2889,Butyriboletus frostii,Frost's Bolete,2000-07-01,Lee Toll Property,7,2000,1,Butyriboletus,frostii,3,
2890,2890,2890,2890,2890,Cantharellus cibarius,Chanterelle ,2000-07-01,Lee Toll Property,7,2000,1,Cantharellus,cibarius,3,
2891,2891,2891,2891,2891,Cantharellus cinnabarinus,Cinnabar chanterelle ,2000-07-01,Lee Toll Property,7,2000,1,Cantharellus,cinnabarinus,3,
2892,2892,2892,2892,2892,Cantharellus lateritius,Smooth Chanterelle ,2000-07-01,Lee Toll Property,7,2000,1,Cantharellus,lateritius,3,
2893,2893,2893,2893,2893,Cantharellus minor,Small Chanterelle ,2000-07-01,Lee Toll Property,7,2000,1,Cantharellus,minor,3,
2894,2894,2894,2894,2894,Clavaria fragilis,,2000-07-01,Lee Toll Property,7,2000,1,Clavaria,fragilis,2,
2895,2895,2895,2895,2895,Cortinarius cylindripes,,2000-07-01,Lee Toll Property,7,2000,1,Cortinarius,cylindripes,0,
2896,2896,2896,2896,2896,Craterellus fallax,Black Trumpet ,2000-07-01,Lee Toll Property,7,2000,1,Craterellus,fallax,3,
2897,2897,2897,2897,2897,Hypomyces lactifluorum,,2000-07-01,Lee Toll Property,7,2000,1,Hypomyces,lactifluorum,3,
2898,2898,2898,2898,2898,Lactarius atroviridis,,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,atroviridis,0,
2899,2899,2899,2899,2899,Lactarius fragilis,,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,fragilis,3,
2900,2900,2900,2900,2900,Lactarius hygrophoroides,Hygrophorus Milky ,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,hygrophoroides,3,
2901,2901,2901,2901,2901,Lactarius indigo,Diminutive Indigo Milk Cap ,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,indigo,3,
2902,2902,2902,2902,2902,Lactarius subplinthogalus,,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,subplinthogalus,0,
2903,2903,2903,2903,2903,Lactarius volemus,Apricot Milk Cap ,2000-07-01,Lee Toll Property,7,2000,1,Lactarius,volemus,3,
2904,2904,2904,2904,2904,Leotia lubrica,Jellybaby ,2000-07-01,Lee Toll Property,7,2000,1,Leotia,lubrica,0,
2905,2905,2905,2905,2905,Mycena leaiana,,2000-07-01,Lee Toll Property,7,2000,1,Mycena,leaiana,0,
2906,2906,2906,2906,2906,Strobilomyces strobilaceus,Old man of the woods ,2000-07-01,Lee Toll Property,7,2000,1,Strobilomyces,strobilaceus,3,
2907,2907,2907,2907,2907,Cantharellus cibarius,Chanterelle ,2000-07-14,Meramec State Park,7,2000,14,Cantharellus,cibarius,3,63038
2908,2908,2908,2908,2908,Cantharellus cinnabarinus,Cinnabar chanterelle ,2000-07-14,Meramec State Park,7,2000,14,Cantharellus,cinnabarinus,3,63038
2909,2909,2909,2909,2909,Cantharellus minor,Small Chanterelle ,2000-07-14,Meramec State Park,7,2000,14,Cantharellus,minor,3,63038
2910,2910,2910,2910,2910,Cantharellus lateritius,Smooth Chanterelle ,2000-07-14,Meramec State Park,7,2000,14,Cantharellus,lateritius,3,63038
2911,2911,2911,2911,2911,Amanita bisporigera,Eastern North American Destroying Angel,2000-07-14,Meramec State Park,7,2000,14,Amanita,bisporigera,1,63038
2912,2912,2912,2912,2912,Amanita rubescens,Eurasian Blusher,2000-07-14,Meramec State Park,7,2000,14,Amanita,rubescens,3,63038
2913,2913,2913,2913,2913,Amanita flavoconia,Yellow Patches,2000-07-14,Meramec State Park,7,2000,14,Amanita,flavoconia,0,63038
2914,2914,2914,2914,2914,Amanita onusta,Gunpowder amanita,2000-07-14,Meramec State Park,7,2000,14,Amanita,onusta,0,63038
2915,2915,2915,2915,2915,Gerronema strombodes,Golden-gilled gerronema ,2000-07-14,Meramec State Park,7,2000,14,Gerronema,strombodes,0,63038
2916,2916,2916,2916,2916,Lactarius atroviridis,,2000-07-14,Meramec State Park,7,2000,14,Lactarius,atroviridis,0,63038
2917,2917,2917,2917,2917,Lactifluus corrugis,Corrugated-cap Milky ,2000-07-14,Meramec State Park,7,2000,14,Lactifluus,corrugis,3,63038
2918,2918,2918,2918,2918,Lactarius hygrophoroides,Hygrophorus Milky ,2000-07-14,Meramec State Park,7,2000,14,Lactarius,hygrophoroides,3,63038
2919,2919,2919,2919,2919,Lactarius volemus var. volemus,,2000-07-14,Meramec State Park,7,2000,14,Lactarius,volemus,3,63038
2920,2920,2920,2920,2920,Lactarius volemus var. flavus,,2000-07-14,Meramec State Park,7,2000,14,Lactarius,volemus,3,63038
2921,2921,2921,2921,2921,Lactarius indigo,Diminutive Indigo Milk Cap ,2000-07-14,Meramec State Park,7,2000,14,Lactarius,indigo,3,63038
2922,2922,2922,2922,2922,Lactifluus glaucescens,,2000-07-14,Meramec State Park,7,2000,14,Lactifluus,glaucescens,2,63038
