,current_fungi_name,common_name,foray_date,foray_location,month,year,day,genus,species
1260,Lenzites elegans,,2004-09-17,Amidon Memorial Conservation Area,9,2004,17,Lenzites,elegans
1261,Abortiporus biennis,Blushing Rosette,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Abortiporus,biennis
1262,Phlebia tremellosa,Jelly rot ,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Phlebia,tremellosa
1263,Polyporus badius,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Polyporus,badius
1264,Artomyces pyxidatus,Crown-tipped Coral ,2007-07-14,Babler State Park,7,2007,14,Artomyces,pyxidatus
1265,Polyporus alveolaris,,2007-07-14,Babler State Park,7,2007,14,Polyporus,alveolaris
1266,Auricularia auricula-judae,Jelly ear,2004-05-01,Pere Marquette State Park,5,2004,1,Auricularia,auricula-judae
1267,Coprinellus micaceus,,2004-05-01,Pere Marquette State Park,5,2004,1,Coprinellus,micaceus
1268,Morchella crassipes,,2004-05-01,Pere Marquette State Park,5,2004,1,Morchella,crassipes
1269,Morchella esculenta,,2004-05-01,Pere Marquette State Park,5,2004,1,Morchella,esculenta
1270,Amanita polypyramis,Plateful of Pyramids Lepidella,2007-09-20,Cupola Pond Natural Area,9,2007,20,Amanita,polypyramis
1271,Ganoderma tsugae,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Ganoderma,tsugae
1272,Pluteus petasatus,Scaly shield ,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Pluteus,petasatus
1273,Hypholoma sub-virdis,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Hypholoma,sub-virdis
1274,Macrolepiota procera,Parasol ,2007-09-21,Blue Pond Natural Area,9,2007,21,Macrolepiota,procera
1275,Leucoagaricus americanus,Reddening Lepiota ,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Leucoagaricus,americanus
1276,Lepiota cepaestipes,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Lepiota,cepaestipes
1277,Lepiota birnbaumii,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Lepiota,birnbaumii
1278,Pluteus cervinus,Deer shield ,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Pluteus,cervinus
1279,Gymnopilus luteus,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Gymnopilus,luteus
1280,Gymnopilus liquiritiae,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Gymnopilus,liquiritiae
1281,Aminita wellsii,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Aminita,wellsii
1282,Ganoderma lipsiense,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Ganoderma,lipsiense
1283,Leccinum rugosiceps,Wrinkled bolete ,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Leccinum,rugosiceps
1284,Boletus sensibilis,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Boletus,sensibilis
1285,Boletus pallidus,Pallid Bolete,2007-09-20,Cupola Pond Natural Area,9,2007,20,Boletus,pallidus
1286,Boletus curtisii,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Boletus,curtisii
1287,Boletus longicurvipes,,2007-09-22,Mingo National Wildlife Refuge,9,2007,22,Boletus,longicurvipes
1288,Chamaeota sphaerospora,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Chamaeota,sphaerospora
1289,Phanerochaete burtii,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Phanerochaete,burtii
1290,Stereum complicatum,Crowded parchment ,2004-09-17,Amidon Memorial Conservation Area,9,2004,17,Stereum,complicatum
1291,Microporellus obovatus,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Microporellus,obovatus
1292,Lenzites betulinus,Gilled Polypore ,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Lenzites,betulinus
1293,Lactarius imperceptus,,2004-09-16,Coldwater Conservation Area,9,2004,16,Lactarius,imperceptus
1294,Aleurodiscus oakesii,Smooth Patch Disease,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Aleurodiscus,oakesii
1295,Hypocrea citrina,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Hypocrea,citrina
1296,Rhytisma acerinum,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Rhytisma,acerinum
1297,Hypoxylon atropunctus,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Hypoxylon,atropunctus
1298,Hypoxylon fuscum,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Hypoxylon,fuscum
1299,Ramaria stricta,,2004-09-17,Amidon Memorial Conservation Area,9,2004,17,Ramaria,stricta
1300,Russula chloroides,Short-stemmed Russula ,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Russula,chloroides
1301,Hypomyces lactifluorum,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Hypomyces,lactifluorum
1302,Russula fragrantissima,,2004-09-18,Mingo National Wildlife Refuge,9,2004,18,Russula,fragrantissima
1303,Russula nigricans,,2004-09-17,Amidon Memorial Conservation Area,9,2004,17,Russula,nigricans
1304,Tylopilus felleus,,1993-07-31,Babler State Park,7,1993,31,Tylopilus,felleus
1305,Hymenopellis radicata,,1993-07-31,Babler State Park,7,1993,31,Hymenopellis,radicata
1306,Amanita flavoconia,Yellow Patches,1993-09-02,Rockwood Reservation,9,1993,2,Amanita,flavoconia
1307,Amanita pantherina,European Panther,1993-09-02,Rockwood Reservation,9,1993,2,Amanita,pantherina
1308,Amanita rubescens,Eurasian Blusher,1993-09-02,Rockwood Reservation,9,1993,2,Amanita,rubescens
1309,Amanita vaginata,,1993-09-02,Rockwood Reservation,9,1993,2,Amanita,vaginata
1310,Desarmillaria tabescens,Ringless honey fungus,1993-09-02,Rockwood Reservation,9,1993,2,Desarmillaria,tabescens
1311,Cantharellus cibarius,Chanterelle ,1993-09-02,Rockwood Reservation,9,1993,2,Cantharellus,cibarius
1312,Cantharellus minor,Small Chanterelle ,1993-09-02,Rockwood Reservation,9,1993,2,Cantharellus,minor
1313,Ganoderma lipsiense,,1993-09-02,Rockwood Reservation,9,1993,2,Ganoderma,lipsiense
1314,Coriolopsis gallica,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Coriolopsis,gallica
1315,Nigroporus vinosa,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Nigroporus,vinosa
1316,Cerrena unicolor,Mossy Maze Polypore ,2001-09-14,Sam A Baker Park,9,2001,14,Cerrena,unicolor
1317,Xylobolus subpileatus,Bacon of the Woods ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Xylobolus,subpileatus
1318,Abortiporus biennis,Blushing Rosette,2001-09-14,Sam A Baker Park,9,2001,14,Abortiporus,biennis
1319,Trametes cubensis,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Trametes,cubensis
1320,Tremella fusiformis,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Tremella,fusiformis
1321,Sebacina pallida,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Sebacina,pallida
1322,Tremella mesenterica,Witches' Butter ,2001-09-14,Sam A Baker Park,9,2001,14,Tremella,mesenterica
1323,Lycoperdon marginatum,Peeling Puffball ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lycoperdon,marginatum
1324,Russula aeruginea,Green brittlegill ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Russula,aeruginea
1325,Phleogena facacea,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Phleogena,facacea
1326,Mutinus elegans,Devil's dipstick ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Mutinus,elegans
1327,Leucoagaricus americanus,Reddening Lepiota ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Leucoagaricus,americanus
1328,Gerronema strombodes,Golden-gilled gerronema ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Gerronema,strombodes
1329,Coprinus sterquilinus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Coprinus,sterquilinus
1330,Marasmius delectans,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Marasmius,delectans
1331,Crepidotus crocophyllus,Saffron Crep ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Crepidotus,crocophyllus
1332,Cantharellus cibarius var. amathystina,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Cantharellus,cibarius
1333,Lactarius bubalinus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,bubalinus
1334,Lactarius yazooensis,,1993-09-18,Mingo National Wildlife Refuge,9,1993,18,Lactarius,yazooensis
1335,Amanita arkansana,Arkansas Slender Caesar,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,arkansana
1336,Amanita excelsa var. alba,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,excelsa
1337,Laccaria laccata,Common Laccaria ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Laccaria,laccata
1338,Kretzschmaria deusta,Brittle cinder ,2001-09-14,Sam A Baker Park,9,2001,14,Kretzschmaria,deusta
1339,Trichaptum biforme,Violet Toothed Polypore ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Trichaptum,biforme
1340,Polyporus radicatus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Polyporus,radicatus
1341,Tyromyces chioneus,White Cheese Polypore ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Tyromyces,chioneus
1342,Stereum complicatum,Crowded parchment ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Stereum,complicatum
1343,Mycorrhaphium adustum,Kidney-shaped Tooth ,2001-09-14,Sam A Baker Park,9,2001,14,Mycorrhaphium,adustum
1344,Stereum striatum,Silky Parchment ,2001-09-14,Sam A Baker Park,9,2001,14,Stereum,striatum
1345,Hydnoporia tabacina,,2001-09-14,Sam A Baker Park,9,2001,14,Hydnoporia,tabacina
1346,Stereum ostrea,False turkeytail ,2001-09-14,Sam A Baker Park,9,2001,14,Stereum,ostrea
1347,Microporellus obovatus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Microporellus,obovatus
1348,Poronidulus conchifer,Little nest polypore ,2001-09-14,Sam A Baker Park,9,2001,14,Poronidulus,conchifer
1349,Gloeoporus dichrous,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Gloeoporus,dichrous
1350,Lenzites betulinus,Gilled Polypore ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lenzites,betulinus
1351,Byssomerulius incarnatus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Byssomerulius,incarnatus
1352,Byssomerulius incarnatus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Byssomerulius,incarnatus
1353,Inonotus dryadeus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Inonotus,dryadeus
1354,Bjerkandera adusta,Smoky bracket,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Bjerkandera,adusta
1355,Grifola frondosa,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Grifola,frondosa
1356,Schizophyllum commune,Common Split Gill ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Schizophyllum,commune
1357,Bondarzewia berkeleyi,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Bondarzewia,berkeleyi
1358,Lenzites elegans,,2001-09-14,Sam A Baker Park,9,2001,14,Lenzites,elegans
1359,Daedaleopsis confragosa var. confragosa,Blushing bracket ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Daedaleopsis,confragosa
1360,Spongipellis spumeus,,2001-09-14,Sam A Baker Park,9,2001,14,Spongipellis,spumeus
1361,Spongipellis pachydon,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Spongipellis,pachydon
1362,Clitocybe odoratus,,2001-09-22,Tyson Research Center,9,2001,22,Clitocybe,odoratus
1363,Trametes versicolor,Turkeytail ,2001-09-22,Tyson Research Center,9,2001,22,Trametes,versicolor
1364,Mycena haematopus,Bleeding Fairy Helmet ,2001-09-22,Tyson Research Center,9,2001,22,Mycena,haematopus
1365,Hericium ramosa,,2001-09-22,Tyson Research Center,9,2001,22,Hericium,ramosa
1366,Lactarius psammicola,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,psammicola
1367,Polyporus varius,,2001-09-14,Sam A Baker Park,9,2001,14,Polyporus,varius
1368,Phlebia tremellosus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Phlebia,tremellosus
1369,Pycnoporus cinnabarinus,,2001-09-14,Sam A Baker Park,9,2001,14,Pycnoporus,cinnabarinus
1370,Ganoderma lipsiense,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Ganoderma,lipsiense
1371,Chlorociboria aeruginascens,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Chlorociboria,aeruginascens
1372,Stereum striatum,Silky Parchment ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Stereum,striatum
1373,Xylobolus frustulatus,Ceramic Parchment ,2001-09-14,Sam A Baker Park,9,2001,14,Xylobolus,frustulatus
1374,Lycoperdon perlatum,Common puffball ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lycoperdon,perlatum
1375,Lycoperdon peckii,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lycoperdon,peckii
1376,Lycoperdon echinatum,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lycoperdon,echinatum
1377,Calvatia cyathiformis,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Calvatia,cyathiformis
1378,Geastrum saccatum,Rounded earthstar ,2001-09-14,Sam A Baker Park,9,2001,14,Geastrum,saccatum
1379,Scleroderma cepa,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Scleroderma,cepa
1380,Pisolithus arrhizus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Pisolithus,arrhizus
1381,Xerocomus ferrugineus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Xerocomus,ferrugineus
1382,Boletus carminiporus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Boletus,carminiporus
1383,Boletus illudens,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Boletus,illudens
1384,Strobilomyces strobilaceus,Old man of the woods ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Strobilomyces,strobilaceus
1385,Gyrodon merulioides,Ash Tree Bolete,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Gyrodon,merulioides
1386,Tylopilus plumbeoviolaceus,Violet-gray Bolete ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Tylopilus,plumbeoviolaceus
1387,Leccinum crocipodium,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Leccinum,crocipodium
1388,Tylopilus alboater,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Tylopilus,alboater
1389,Phylloporus rhodoxanthus,Gilled Bolete ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Phylloporus,rhodoxanthus
1390,Tylopilus indecisus,,2001-09-14,Sam A Baker Park,9,2001,14,Tylopilus,indecisus
1391,Boletus innixus,,2001-09-14,Sam A Baker Park,9,2001,14,Boletus,innixus
1392,Butyriboletus frostii,Frost's Bolete,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Butyriboletus,frostii
1393,Boletus bicolor,,2001-09-14,Sam A Baker Park,9,2001,14,Boletus,bicolor
1394,Boletus pallidus,Pallid Bolete,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Boletus,pallidus
1395,Rubinoboletus ballouii,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Rubinoboletus,ballouii
1396,Boletus curtisii,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Boletus,curtisii
1397,Auricularia auricula-judae,Jelly ear,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Auricularia,auricula-judae
1398,Ciboria peckiana,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Ciboria,peckiana
1399,Scutellinia scutellata,Common eyelash ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Scutellinia,scutellata
1400,Xylaria polymorpha,Dead man's fingers ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Xylaria,polymorpha
1401,Lycogala epidendrum,Wolf's Milk ,2001-09-14,Sam A Baker Park,9,2001,14,Lycogala,epidendrum
1402,Fuligo septica,Dog Vomit Slime Mold ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Fuligo,septica
1403,Arcyria denudata,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Arcyria,denudata
1404,Pluteus longisegmentis,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Pluteus,longisegmentis
1405,Chamaeota sphaerospora,,2001-09-14,Sam A Baker Park,9,2001,14,Chamaeota,sphaerospora
1406,Pluteus salicinus,,2001-09-14,Sam A Baker Park,9,2001,14,Pluteus,salicinus
1407,Lactifluus corrugis,Corrugated-cap Milky ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactifluus,corrugis
1408,Lactarius argillaceifolius,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,argillaceifolius
1409,Lactarius subplinthogalus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,subplinthogalus
1410,Lactifluus glaucescens,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactifluus,glaucescens
1411,Russula subfoetens,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Russula,subfoetens
1412,Lactarius croceus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,croceus
1413,Russula veternosa,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Russula,veternosa
1414,Lactarius pyrogalus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lactarius,pyrogalus
1415,Russula crustosa,Green Quilt Russula ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Russula,crustosa
1416,Russula aeruginea,Green brittlegill ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Russula,aeruginea
1417,Laccaria laccata,Common Laccaria ,2001-09-14,Sam A Baker Park,9,2001,14,Laccaria,laccata
1418,Asterophora lycoperdoides,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Asterophora,lycoperdoides
1419,Mycena luteopallens,,2001-09-14,Sam A Baker Park,9,2001,14,Mycena,luteopallens
1420,Mycena leaiana,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Mycena,leaiana
1421,Mycena haematopus,Bleeding Fairy Helmet ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Mycena,haematopus
1422,Gerronema strombodes,Golden-gilled gerronema ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Gerronema,strombodes
1423,Panellus stipticus,Bitter oysterling ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Panellus,stipticus
1424,Xerula megalospora,,2001-09-14,Sam A Baker Park,9,2001,14,Xerula,megalospora
1425,Lentinellus ursinus,Bear Lentinus ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lentinellus,ursinus
1426,Loreleia postii,,2001-09-14,Sam A Baker Park,9,2001,14,Loreleia,postii
1427,Desarmillaria tabescens,Ringless honey fungus,2001-09-14,Sam A Baker Park,9,2001,14,Desarmillaria,tabescens
1428,Amanita pantherina var. velatips,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,pantherina
1429,Amanita flavoconia,Yellow Patches,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,flavoconia
1430,Amanita virosa,European Destroying Angel,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,virosa
1431,Amanita fulva,Tawny grisette,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,fulva
1432,Chlorophyllum molybdites,False parasol ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Chlorophyllum,molybdites
1433,Macrolepiota procera,Parasol ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Macrolepiota,procera
1434,Lepiota aspera,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lepiota,aspera
1435,Cystolepiota sistrata,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cystolepiota,sistrata
1436,Lepiota brunnescens,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Lepiota,brunnescens
1437,Leucoagaricus americanus,Reddening Lepiota ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Leucoagaricus,americanus
1438,Leucoagaricus rubrotinctus,Ruby dapperling ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Leucoagaricus,rubrotinctus
1439,Amanita vaginata,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,vaginata
1440,Amanita levistriata,Gulf Coast lemon Amanita,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Amanita,levistriata
1441,Clitocybe odora,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Clitocybe,odora
1442,Armillaria mellea,Honey fungus,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Armillaria,mellea
1443,Pleurotus ostreatus,Oyster mushroom ,2001-09-14,Sam A Baker Park,9,2001,14,Pleurotus,ostreatus
1444,Lentinellus ursinus,Bear Lentinus ,2001-09-14,Sam A Baker Park,9,2001,14,Lentinellus,ursinus
1445,Callistosporium luteo-olivaceum,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Callistosporium,luteo-olivaceum
1446,Gymnopus iocephalus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Gymnopus,iocephalus
1447,Marasmius fulvoferrugineus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Marasmius,fulvoferrugineus
1448,Pleurotus dryinus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Pleurotus,dryinus
1449,Cotylidia diaphana,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cotylidia,diaphana
1450,Cantharellus cibarius var. amythestina,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cantharellus,cibarius
1451,Phellinus gilvus,Mustard Yellow Polypore ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Phellinus,gilvus
1452,Daedaleopsis confragosa var. confragosa,Blushing bracket ,2001-09-14,Sam A Baker Park,9,2001,14,Daedaleopsis,confragosa
1453,Pholiota polychroa,Variable Pholiota ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Pholiota,polychroa
1454,Trametes versicolor,Turkeytail ,2001-09-14,Sam A Baker Park,9,2001,14,Trametes,versicolor
1455,Trichaptum biforme,Violet Toothed Polypore ,2001-09-14,Sam A Baker Park,9,2001,14,Trichaptum,biforme
1456,Pycnoporus cinnabarinus,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Pycnoporus,cinnabarinus
1457,Calvatia craniiformis,Brain puffball ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Calvatia,craniiformis
1458,Hapalopilus nidulans,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Hapalopilus,nidulans
1459,Cantharellus cinnabarinus,Cinnabar chanterelle ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Cantharellus,cinnabarinus
1460,Lactarius atroviridis,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Lactarius,atroviridis
1461,Phylloporus rodoxnthus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Phylloporus,rodoxnthus
1462,Lactarius subplinthogalus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Lactarius,subplinthogalus
1463,Tylopilus plumbeoviolaceus,Violet-gray Bolete ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Tylopilus,plumbeoviolaceus
1464,Russula mariae,Purple-bloom russula ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Russula,mariae
1465,Phlebia tremellosa,Jelly rot ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Phlebia,tremellosa
1466,Xylobolus frustulatus,Ceramic Parchment ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Xylobolus,frustulatus
1467,Hydnoporia tabacina,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Hydnoporia,tabacina
1468,Simocybe centunculata,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Simocybe,centunculata
1469,Marasmiellus subnudus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Marasmiellus,subnudus
1470,Xylobolus stereum var. subpileatus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Xylobolus,stereum
1471,Gymnopus iocephalus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Gymnopus,iocephalus
1472,Phaeomarasmius erinaceella,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Phaeomarasmius,erinaceella
1473,Poronidulus conchifer,Little nest polypore ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Poronidulus,conchifer
1474,Marasmius capillaris,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Marasmius,capillaris
1475,Cystolepiota seminuda,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Cystolepiota,seminuda
1476,Agaricus siccus,Orange Pinwheel Marasmius ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Agaricus,siccus
1477,Stereum striatum,Silky Parchment ,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Stereum,striatum
1478,Microporellus obovatus,,2000-09-16,Mingo National Wildlife Refuge,9,2000,16,Microporellus,obovatus
1479,Hericium americanum,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Hericium,americanum
1480,Cantharellus lateritius,Smooth Chanterelle ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cantharellus,lateritius
1481,Cantharellus minor,Small Chanterelle ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cantharellus,minor
1482,Cantharellus cibarius,Chanterelle ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Cantharellus,cibarius
1483,Artomyces pyxidatus,Crown-tipped Coral ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Artomyces,pyxidatus
1484,Entoloma sinuatum,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Entoloma,sinuatum
1485,Clitopilus abortivus,Aborted entoloma ,2001-09-14,Sam A Baker Park,9,2001,14,Clitopilus,abortivus
1486,Flammulaster erinaceellus,,2001-09-14,Sam A Baker Park,9,2001,14,Flammulaster,erinaceellus
1487,Pholiota polychroa,Variable Pholiota ,2001-09-14,Sam A Baker Park,9,2001,14,Pholiota,polychroa
1488,Stropharia hardii,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Stropharia,hardii
1489,Crepidotus areolatum,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Crepidotus,areolatum
1490,Gymnopilus liquiritiae,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Gymnopilus,liquiritiae
1491,Inosperma lanatodiscum,,2001-09-14,Sam A Baker Park,9,2001,14,Inosperma,lanatodiscum
1492,Inocybe fibrosa,,2001-09-14,Sam A Baker Park,9,2001,14,Inocybe,fibrosa
1493,Crepidotus crocophyllus,Saffron Crep ,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Crepidotus,crocophyllus
1494,Cortinarius michiganense,,2001-09-14,Sam A Baker Park,9,2001,14,Cortinarius,michiganense
1495,Agrocybe firma,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Agrocybe,firma
1496,Bolbitius reticulatus,Netted fieldcap,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Bolbitius,reticulatus
1497,Coprinopsis atramentaria,,2001-09-15,Mingo National Wildlife Refuge,9,2001,15,Coprinopsis,atramentaria
1498,Agaricus campestris,Meadow Mushroom,2001-09-14,Sam A Baker Park,9,2001,14,Agaricus,campestris
